,node1,node2,label
1598,197,187,1598
1599,188,178,1599
1600,178,168,1600
1601,158,157,1601
1602,168,178,1602
1603,178,177,1603
1604,177,167,1604
1605,167,157,1605
1606,157,167,1606
1607,167,168,1607
1608,177,178,1608
1609,178,179,1609
1610,179,178,1610
1611,170,179,1611
1612,179,169,1612
1613,169,159,1613
1614,159,149,1614
1615,150,151,1615
1616,151,152,1616
1617,152,142,1617
1618,152,153,1618
1619,153,154,1619
1620,154,164,1620
1621,164,174,1621
1622,174,173,1622
1623,173,174,1623
1624,174,175,1624
1625,175,165,1625
1626,165,164,1626
1627,164,163,1627
1628,163,153,1628
1629,134,133,1629
1630,133,143,1630
1631,143,133,1631
1632,143,144,1632
1633,133,123,1633
1634,123,113,1634
1635,113,123,1635
1636,123,124,1636
1637,124,123,1637
1638,123,133,1638
1639,133,132,1639
1640,130,140,1640
1641,149,159,1641
1642,159,150,1642
1643,459,450,1643
1644,450,459,1644
1645,459,449,1645
1646,449,459,1646
1647,459,469,1647
1648,487,488,1648
1649,498,499,1649
1650,489,480,1650
1651,482,492,1651
1652,472,462,1652
1653,462,472,1653
1654,462,461,1654
1655,453,452,1655
1656,451,441,1656
1657,482,483,1657
1658,497,487,1658
1659,497,507,1659
1660,906,896,1660
1661,895,905,1661
1662,904,914,1662
1663,914,913,1663
1664,913,923,1664
1665,923,913,1665
1666,913,903,1666
1667,903,913,1667
1668,902,892,1668
1669,872,871,1669
1670,871,870,1670
1671,870,880,1671
1672,880,881,1672
1673,882,883,1673
1674,883,884,1674
1675,884,874,1675
1676,874,875,1676
1677,866,856,1677
1678,857,847,1678
1679,847,848,1679
1680,848,838,1680
1681,838,839,1681
1682,839,838,1682
1683,838,828,1683
1684,828,827,1684
1685,827,837,1685
1686,837,838,1686
1687,838,837,1687
1688,837,847,1688
1689,847,857,1689
1690,857,856,1690
1691,867,868,1691
1692,868,867,1692
1693,867,866,1693
1694,847,837,1694
1695,837,827,1695
1696,846,836,1696
1697,836,846,1697
1698,846,845,1698
1699,848,858,1699
1700,899,909,1700
1701,908,918,1701
1702,918,908,1702
1703,908,909,1703
1704,909,899,1704
1705,889,879,1705
1706,879,869,1706
1707,548,538,1707
1708,540,530,1708
1709,539,549,1709
1710,549,548,1710
1711,549,539,1711
1712,539,538,1712
1713,538,548,1713
1714,548,547,1714
1715,547,548,1715
1716,547,546,1716
1717,586,596,1717
1718,596,595,1718
1719,574,564,1719
1720,554,553,1720
1721,552,542,1721
1722,542,541,1722
1723,551,541,1723
1724,541,531,1724
1725,531,530,1725
1726,548,549,1726
1727,549,540,1727
1728,540,541,1728
1729,542,552,1729
1730,993,992,1730
1731,991,992,1731
1732,992,2,1732
1733,2,12,1733
1734,12,22,1734
1735,22,23,1735
1736,22,21,1736
1737,21,20,1737
1738,20,29,1738
1739,20,10,1739
1740,10,11,1740
1741,11,21,1741
1742,21,22,1742
1743,2,3,1743
1744,3,993,1744
1745,992,993,1745
1746,993,983,1746
1747,983,973,1747
1748,961,951,1748
1749,962,952,1749
1750,952,951,1750
1751,951,950,1751
1752,940,950,1752
1753,950,960,1753
1754,951,952,1754
1755,940,941,1755
1756,941,942,1756
1757,942,941,1757
1758,941,940,1758
1759,952,942,1759
1760,942,943,1760
1761,942,952,1761
1762,960,961,1762
1763,962,972,1763
1764,991,1,1764
1765,11,12,1765
1766,23,33,1766
1767,32,42,1767
1768,533,532,1768
1769,531,521,1769
1770,512,502,1770
1771,491,501,1771
1772,503,504,1772
1773,514,515,1773
1774,515,516,1774
1775,516,515,1775
1776,515,505,1776
1777,505,506,1777
1778,506,505,1778
1779,533,523,1779
1780,543,542,1780
1781,532,533,1781
1782,520,521,1782
1783,521,531,1783
1784,503,493,1784
1785,96,86,1785
1786,86,87,1786
1787,87,86,1787
1788,86,76,1788
1789,76,66,1789
1790,66,65,1790
1791,65,55,1791
1792,55,45,1792
1793,45,44,1793
1794,44,34,1794
1795,34,35,1795
1796,14,24,1796
1797,25,26,1797
1798,26,16,1798
1799,16,15,1799
1800,14,4,1800
1801,5,6,1801
1802,15,5,1802
1803,5,995,1803
1804,996,6,1804
1805,979,978,1805
1806,978,977,1806
1807,7,17,1807
1808,17,16,1808
1809,18,19,1809
1810,29,39,1810
1811,39,49,1811
1812,49,59,1812
1813,69,68,1813
1814,68,78,1814
1815,78,88,1815
1816,88,87,1816
1817,86,85,1817
1818,85,75,1818
1819,75,74,1819
1820,74,64,1820
1821,63,73,1821
1822,73,72,1822
1823,72,73,1823
1824,73,63,1824
1825,53,52,1825
1826,52,42,1826
1827,33,34,1827
1828,34,44,1828
1829,581,580,1829
1830,580,570,1830
1831,570,560,1831
1832,560,561,1832
1833,561,562,1833
1834,562,552,1834
1835,523,522,1835
1836,526,527,1836
1837,528,529,1837
1838,529,519,1838
1839,570,579,1839
1840,579,569,1840
1841,557,558,1841
1842,558,548,1842
1843,561,551,1843
1844,568,567,1844
1845,567,577,1845
1846,586,587,1846
1847,587,588,1847
1848,588,598,1848
1849,598,599,1849
1850,599,598,1850
1851,609,600,1851
1852,600,610,1852
1853,600,590,1853
1854,590,591,1854
1855,572,562,1855
1856,562,563,1856
1857,563,562,1857
1858,563,573,1858
1859,574,584,1859
1860,584,574,1860
1861,971,961,1861
1862,961,971,1862
1863,960,969,1863
1864,959,958,1864
1865,966,965,1865
1866,965,964,1866
1867,964,965,1867
1868,965,955,1868
1869,945,946,1869
1870,946,945,1870
1871,893,894,1871
1872,884,883,1872
1873,873,872,1873
1874,864,863,1874
1875,853,854,1875
1876,851,861,1876
1877,862,872,1877
1878,872,862,1878
1879,862,852,1879
1880,841,842,1880
1881,842,832,1881
1882,832,833,1882
1883,833,843,1883
1884,843,844,1884
1885,844,845,1885
1886,835,825,1886
1887,815,805,1887
1888,805,795,1888
1889,795,805,1889
1890,390,399,1890
1891,399,390,1891
1892,390,380,1892
1893,380,381,1893
1894,381,391,1894
1895,423,424,1895
1896,424,434,1896
1897,434,433,1897
1898,431,430,1898
1899,430,440,1899
1900,440,450,1900
1901,440,430,1901
1902,430,439,1902
1903,448,458,1903
1904,458,448,1904
1905,458,468,1905
1906,478,477,1906
1907,480,489,1907
1908,790,780,1908
1909,780,770,1909
1910,770,760,1910
1911,760,750,1911
1912,750,751,1912
1913,742,732,1913
1914,732,722,1914
1915,722,721,1915
1916,721,720,1916
1917,710,719,1917
1918,718,717,1918
1919,717,727,1919
1920,727,717,1920
1921,727,728,1921
1922,728,729,1922
1923,729,720,1923
1924,720,729,1924
1925,719,709,1925
1926,709,699,1926
1927,699,709,1927
1928,709,700,1928
1929,700,709,1929
1930,699,690,1930
1931,690,699,1931
1932,709,719,1932
1933,719,710,1933
1934,700,701,1934
1935,692,691,1935
1936,691,692,1936
1937,692,693,1937
1938,693,703,1938
1939,703,713,1939
1940,704,714,1940
1941,724,714,1941
1942,705,695,1942
1943,696,697,1943
1944,707,706,1944
1945,697,698,1945
1946,698,708,1946
1947,708,718,1947
1948,717,718,1948
1949,718,728,1949
1950,728,738,1950
1951,738,737,1951
1952,737,736,1952
1953,736,737,1953
1954,747,737,1954
1955,737,727,1955
1956,728,718,1956
1957,310,300,1957
1958,300,310,1958
1959,319,329,1959
1960,320,329,1960
1961,329,339,1961
1962,339,349,1962
1963,349,340,1963
1964,340,330,1964
1965,330,320,1965
1966,339,330,1966
1967,329,319,1967
1968,300,290,1968
1969,300,301,1969
1970,301,311,1970
1971,311,310,1971
1972,326,336,1972
1973,335,336,1973
1974,336,346,1974
1975,346,356,1975
1976,356,355,1976
1977,355,356,1977
1978,356,346,1978
1979,356,366,1979
1980,366,376,1980
1981,376,366,1981
1982,366,356,1982
1983,346,336,1983
1984,335,334,1984
1985,334,335,1985
1986,338,339,1986
1987,339,329,1987
1988,657,667,1988
1989,667,666,1989
1990,666,656,1990
1991,656,666,1991
1992,666,665,1992
1993,665,675,1993
1994,676,666,1994
1995,666,667,1995
1996,667,657,1996
1997,648,658,1997
1998,658,659,1998
1999,659,669,1999
2000,669,660,2000
2001,660,669,2001
2002,669,659,2002
2003,669,679,2003
2004,679,669,2004
2005,660,670,2005
2006,670,680,2006
2007,680,681,2007
2008,681,691,2008
2009,691,690,2009
2010,690,700,2010
2011,700,690,2011
2012,710,720,2012
2013,720,721,2013
2014,721,722,2014
2015,721,711,2015
2016,711,701,2016
2017,701,700,2017
2018,699,689,2018
2019,689,680,2019
2020,691,701,2020
2021,703,704,2021
2022,694,704,2022
2023,703,693,2023
2024,693,694,2024
2025,686,676,2025
2026,676,677,2026
2027,677,676,2027
2028,665,666,2028
2029,656,657,2029
2030,657,658,2030
2031,658,668,2031
2032,668,658,2032
2033,669,668,2033
2034,668,669,2034
2035,660,650,2035
2036,650,659,2036
2037,659,658,2037
2038,658,657,2038
2039,577,587,2039
2040,587,586,2040
2041,577,578,2041
2042,578,579,2042
2043,579,578,2043
2044,578,568,2044
2045,548,558,2045
2046,558,568,2046
2047,590,600,2047
2048,602,612,2048
2049,611,610,2049
2050,610,619,2050
2051,620,629,2051
2052,629,639,2052
2053,629,628,2053
2054,628,638,2054
2055,638,628,2055
2056,628,618,2056
2057,618,619,2057
2058,620,630,2058
2059,630,640,2059
2060,640,630,2060
2061,630,620,2061
2062,640,641,2062
2063,641,651,2063
2064,651,641,2064
2065,651,661,2065
2066,661,662,2066
2067,662,661,2067
2068,661,660,2068
2069,670,660,2069
2070,660,661,2070
2071,662,663,2071
2072,663,664,2072
2073,664,665,2073
2074,675,685,2074
2075,685,684,2075
2076,684,683,2076
2077,683,684,2077
2078,684,674,2078
2079,441,440,2079
2080,449,448,2080
2081,448,438,2081
2082,439,449,2082
2083,449,439,2083
2084,429,419,2084
2085,419,410,2085
2086,410,400,2086
2087,418,428,2087
2088,428,418,2088
2089,418,419,2089
2090,398,408,2090
2091,388,387,2091
2092,405,395,2092
2093,385,386,2093
2094,375,376,2094
2095,376,377,2095
2096,377,387,2096
2097,398,399,2097
2098,399,409,2098
2099,419,409,2099
2100,409,399,2100
2101,399,389,2101
2102,389,379,2102
2103,379,378,2103
2104,376,386,2104
2105,386,396,2105
2106,396,406,2106
2107,206,216,2107
2108,216,206,2108
2109,206,196,2109
2110,196,206,2110
2111,216,217,2111
2112,217,218,2112
2113,218,228,2113
2114,228,238,2114
2115,238,239,2115
2116,239,238,2116
2117,238,228,2117
2118,238,248,2118
2119,248,247,2119
2120,247,246,2120
2121,246,247,2121
2122,247,257,2122
2123,257,258,2123
2124,258,248,2124
2125,248,258,2125
2126,248,238,2126
2127,239,249,2127
2128,249,248,2128
2129,228,227,2129
2130,227,217,2130
2131,217,207,2131
2132,207,217,2132
2133,218,217,2133
2134,217,227,2134
2135,227,228,2135
2136,228,229,2136
2137,229,239,2137
2138,229,228,2138
2139,228,218,2139
2140,218,208,2140
2141,207,206,2141
2142,206,205,2142
2143,205,215,2143
2144,215,214,2144
2145,214,204,2145
2146,204,214,2146
2147,214,213,2147
2148,213,203,2148
2149,203,204,2149
2150,204,194,2150
2151,194,195,2151
2152,195,205,2152
2153,215,216,2153
2154,216,226,2154
2155,226,236,2155
2156,236,246,2156
2157,246,245,2157
2158,245,246,2158
2159,246,256,2159
2160,256,246,2160
2161,246,236,2161
2162,245,255,2162
2163,255,256,2163
2164,245,244,2164
2165,244,234,2165
2166,234,233,2166
2167,233,234,2167
2168,234,224,2168
2169,224,225,2169
2170,225,215,2170
2171,226,216,2171
2172,227,226,2172
2173,226,225,2173
2174,24,23,2174
2175,23,13,2175
2176,13,3,2176
2177,993,994,2177
2178,994,984,2178
2179,984,974,2179
2180,974,984,2180
2181,984,985,2181
2182,985,995,2182
2183,22,32,2183
2184,32,22,2184
2185,12,13,2185
2186,13,12,2186
2187,13,14,2187
2188,994,993,2188
2189,33,43,2189
2190,42,52,2190
2191,42,43,2191
2192,43,44,2192
2193,44,45,2193
2194,18,8,2194
2195,28,18,2195
2196,573,572,2196
2197,572,571,2197
2198,562,561,2198
2199,562,572,2199
2200,564,563,2200
2201,563,553,2201
2202,553,563,2202
2203,584,585,2203
2204,606,605,2204
2205,636,635,2205
2206,635,634,2206
2207,634,635,2207
2208,635,645,2208
2209,645,644,2209
2210,644,643,2210
2211,643,642,2211
2212,642,652,2212
2213,652,642,2213
2214,642,643,2214
2215,642,632,2215
2216,632,631,2216
2217,631,641,2217
2218,641,640,2218
2219,661,671,2219
2220,671,672,2220
2221,672,673,2221
2222,673,672,2222
2223,672,671,2223
2224,671,670,2224
2225,668,678,2225
2226,678,679,2226
2227,650,660,2227
2228,659,649,2228
2229,648,647,2229
2230,70,71,2230
2231,71,72,2231
2232,72,82,2232
2233,82,92,2233
2234,102,103,2234
2235,103,93,2235
2236,103,113,2236
2237,113,112,2237
2238,112,122,2238
2239,122,121,2239
2240,160,150,2240
2241,158,159,2241
2242,140,141,2242
2243,141,151,2243
2244,172,173,2244
2245,173,172,2245
2246,172,171,2246
2247,171,170,2247
2248,198,197,2248
2249,187,177,2249
2250,177,187,2250
2251,187,186,2251
2252,186,176,2252
2253,176,186,2253
2254,186,185,2254
2255,185,175,2255
2256,164,154,2256
2257,163,162,2257
2258,162,172,2258
2259,172,182,2259
2260,182,172,2260
2261,173,183,2261
2262,183,193,2262
2263,193,192,2263
2264,192,193,2264
2265,193,203,2265
2266,203,202,2266
2267,202,203,2267
2268,203,193,2268
2269,204,205,2269
2270,215,225,2270
2271,225,224,2271
2272,214,224,2272
2273,224,214,2273
2274,214,215,2274
2275,225,226,2275
2276,191,201,2276
2277,201,191,2277
2278,191,192,2278
2279,192,182,2279
2280,182,183,2280
2281,183,173,2281
2282,174,184,2282
2283,184,174,2283
2284,174,164,2284
2285,154,153,2285
2286,153,152,2286
2287,153,143,2287
2288,154,155,2288
2289,155,145,2289
2290,145,135,2290
2291,135,134,2291
2292,134,144,2292
2293,144,145,2293
2294,145,155,2294
2295,145,146,2295
2296,146,136,2296
2297,136,137,2297
2298,137,136,2298
2299,137,127,2299
2300,127,128,2300
2301,128,129,2301
2302,129,139,2302
2303,147,148,2303
2304,148,158,2304
2305,159,158,2305
2306,167,177,2306
2307,157,147,2307
2308,127,117,2308
2309,117,116,2309
2310,116,126,2310
2311,126,127,2311
2312,128,138,2312
2313,138,137,2313
2314,127,137,2314
2315,127,126,2315
2316,137,147,2316
2317,146,156,2317
2318,156,166,2318
2319,166,167,2319
2320,735,725,2320
2321,687,697,2321
2322,728,727,2322
2323,717,707,2323
2324,704,703,2324
2325,714,724,2325
2326,694,693,2326
2327,701,711,2327
2328,712,722,2328
2329,722,732,2329
2330,732,733,2330
2331,733,743,2331
2332,752,762,2332
2333,761,760,2333
2334,760,770,2334
2335,770,771,2335
2336,771,772,2336
2337,772,771,2337
2338,771,781,2338
2339,782,772,2339
2340,782,783,2340
2341,783,793,2341
2342,803,802,2342
2343,802,801,2343
2344,801,791,2344
2345,770,780,2345
2346,780,790,2346
2347,790,800,2347
2348,800,790,2348
2349,802,792,2349
2350,541,540,2350
2351,533,534,2351
2352,527,537,2352
2353,537,536,2353
2354,545,555,2354
2355,578,588,2355
2356,588,578,2356
2357,588,589,2357
2358,589,580,2358
2359,569,560,2359
2360,579,570,2360
2361,580,590,2361
2362,628,627,2362
2363,618,628,2363
2364,619,609,2364
2365,851,841,2365
2366,840,849,2366
2367,849,848,2367
2368,848,849,2368
2369,839,849,2369
2370,837,836,2370
2371,836,826,2371
2372,839,829,2372
2373,829,819,2373
2374,819,810,2374
2375,810,819,2375
2376,819,809,2376
2377,809,808,2377
2378,808,798,2378
2379,798,799,2379
2380,799,789,2380
2381,789,780,2381
2382,801,811,2382
2383,811,801,2383
2384,791,792,2384
2385,792,802,2385
2386,802,803,2386
2387,795,785,2387
2388,785,784,2388
2389,773,783,2389
2390,783,773,2390
2391,754,755,2391
2392,756,746,2392
2393,753,752,2393
2394,751,761,2394
2395,771,770,2395
2396,116,117,2396
2397,116,106,2397
2398,106,105,2398
2399,105,104,2399
2400,104,103,2400
2401,103,102,2401
2402,102,112,2402
2403,111,101,2403
2404,92,82,2404
2405,82,72,2405
2406,73,83,2406
2407,83,73,2407
2408,63,62,2408
2409,62,61,2409
2410,61,60,2410
2411,50,60,2411
2412,60,61,2412
2413,61,71,2413
2414,71,61,2414
2415,62,52,2415
2416,52,62,2416
2417,62,72,2417
2418,83,84,2418
2419,84,94,2419
2420,84,83,2420
2421,83,93,2421
2422,84,74,2422
2423,64,63,2423
2424,54,55,2424
2425,45,35,2425
2426,35,36,2426
2427,36,35,2427
2428,26,36,2428
2429,36,46,2429
2430,46,56,2430
2431,56,66,2431
2432,66,56,2432
2433,56,57,2433
2434,57,67,2434
2435,67,77,2435
2436,77,67,2436
2437,67,68,2437
2438,78,79,2438
2439,79,70,2439
2440,70,80,2440
2441,80,81,2441
2442,81,82,2442
2443,72,62,2443
2444,41,31,2444
2445,31,30,2445
2446,30,40,2446
2447,40,30,2447
2448,735,736,2448
2449,736,735,2449
2450,702,703,2450
2451,709,708,2451
2452,745,755,2452
2453,755,765,2453
2454,754,744,2454
2455,755,745,2455
2456,737,738,2456
2457,730,739,2457
2458,739,749,2458
2459,731,732,2459
2460,732,742,2460
2461,722,723,2461
2462,723,722,2462
2463,723,733,2463
2464,733,723,2464
2465,743,744,2465
2466,744,754,2466
2467,744,743,2467
2468,983,984,2468
2469,995,985,2469
2470,6,16,2470
2471,16,6,2471
2472,6,7,2472
2473,16,26,2473
2474,19,18,2474
2475,44,54,2475
2476,54,64,2476
2477,34,33,2477
2478,38,48,2478
2479,48,58,2479
2480,58,59,2480
2481,59,50,2481
2482,50,51,2482
2483,52,51,2483
2484,51,50,2484
2485,40,49,2485
2486,49,39,2486
2487,59,58,2487
2488,591,601,2488
2489,601,591,2489
2490,612,622,2490
2491,622,621,2491
2492,622,623,2492
2493,623,622,2493
2494,639,638,2494
2495,639,630,2495
2496,630,631,2496
2497,651,650,2497
2498,650,651,2498
2499,670,671,2499
2500,672,682,2500
2501,682,672,2501
2502,673,683,2502
2503,683,673,2503
2504,683,693,2504
2505,693,683,2505
2506,683,682,2506
2507,682,683,2507
2508,684,694,2508
2509,693,692,2509
2510,692,702,2510
2511,708,707,2511
2512,677,678,2512
2513,678,677,2513
2514,687,686,2514
2515,883,882,2515
2516,883,893,2516
2517,884,894,2517
2518,894,904,2518
2519,935,934,2519
2520,934,935,2520
2521,935,925,2521
2522,945,935,2522
2523,935,936,2523
2524,936,926,2524
2525,926,936,2525
2526,936,946,2526
2527,958,959,2527
2528,959,969,2528
2529,969,960,2529
2530,969,968,2530
2531,968,969,2531
2532,959,950,2532
2533,943,953,2533
2534,953,952,2534
2535,952,962,2535
2536,951,941,2536
2537,941,951,2537
2538,973,972,2538
2539,971,981,2539
2540,417,416,2540
2541,415,425,2541
2542,411,410,2542
2543,410,420,2543
2544,420,410,2544
2545,410,411,2545
2546,449,440,2546
2547,433,434,2547
2548,433,423,2548
2549,434,435,2549
2550,445,455,2550
2551,455,456,2551
2552,507,506,2552
2553,507,497,2553
2554,506,496,2554
2555,537,527,2555
2556,518,519,2556
2557,538,528,2557
2558,527,526,2558
2559,526,516,2559
2560,516,526,2560
2561,546,545,2561
2562,536,537,2562
2563,507,508,2563
2564,508,518,2564
2565,513,523,2565
2566,972,962,2566
2567,980,981,2567
2568,991,990,2568
2569,990,0,2569
2570,990,991,2570
2571,12,11,2571
2572,19,9,2572
2573,0,1,2573
2574,3,13,2574
2575,175,174,2575
2576,184,185,2576
2577,185,186,2577
2578,175,185,2578
2579,186,196,2579
2580,225,235,2580
2581,235,225,2581
2582,235,234,2582
2583,234,235,2583
2584,235,245,2584
2585,247,248,2585
2586,258,259,2586
2587,259,269,2587
2588,269,279,2588
2589,279,269,2589
2590,269,268,2590
2591,268,278,2591
2592,278,277,2592
2593,277,276,2593
2594,276,286,2594
2595,286,296,2595
2596,296,286,2596
2597,296,295,2597
2598,295,296,2598
2599,286,285,2599
2600,285,284,2600
2601,284,285,2601
2602,285,275,2602
2603,275,285,2603
2604,285,295,2604
2605,295,305,2605
2606,305,295,2606
2607,285,286,2607
2608,275,265,2608
2609,265,266,2609
2610,266,276,2610
2611,276,277,2611
2612,277,278,2612
2613,278,279,2613
2614,279,289,2614
2615,289,288,2615
2616,288,298,2616
2617,298,308,2617
2618,331,330,2618
2619,330,339,2619
2620,772,762,2620
2621,762,752,2621
2622,751,741,2622
2623,742,741,2623
2624,752,753,2624
2625,763,762,2625
2626,761,751,2626
2627,741,751,2627
2628,754,753,2628
2629,780,781,2629
2630,792,782,2630
2631,781,771,2631
2632,762,763,2632
2633,783,784,2633
2634,340,341,2634
2635,341,342,2635
2636,342,341,2636
2637,341,331,2637
2638,331,341,2638
2639,319,309,2639
2640,298,288,2640
2641,288,289,2641
2642,289,299,2642
2643,309,319,2643
2644,311,301,2644
2645,312,302,2645
2646,302,292,2646
2647,292,291,2647
2648,291,281,2648
2649,281,291,2649
2650,291,290,2650
2651,290,291,2651
2652,291,301,2652
2653,301,291,2653
2654,290,299,2654
2655,299,289,2655
2656,289,279,2656
2657,269,259,2657
2658,259,250,2658
2659,250,260,2659
2660,260,269,2660
2661,259,249,2661
2662,249,259,2662
2663,250,259,2663
2664,269,260,2664
2665,260,250,2665
2666,260,261,2666
2667,261,262,2667
2668,262,263,2668
2669,263,264,2669
2670,264,254,2670
2671,254,255,2671
2672,255,245,2672
2673,255,265,2673
2674,265,264,2674
2675,264,274,2675
2676,274,273,2676
2677,273,274,2677
2678,273,283,2678
2679,283,273,2679
2680,273,272,2680
2681,272,262,2681
2682,262,261,2682
2683,261,251,2683
2684,251,261,2684
2685,263,262,2685
2686,463,462,2686
2687,474,464,2687
2688,466,465,2688
2689,473,472,2689
2690,472,473,2690
2691,453,463,2691
2692,465,455,2692
2693,456,457,2693
2694,457,458,2694
2695,458,459,2695
2696,438,437,2696
2697,427,437,2697
2698,437,447,2698
2699,447,448,2699
2700,446,445,2700
2701,448,449,2701
2702,459,458,2702
2703,467,466,2703
2704,10,19,2704
2705,968,967,2705
2706,973,983,2706
2707,985,984,2707
2708,984,983,2708
2709,984,994,2709
2710,981,980,2710
2711,627,626,2711
2712,636,637,2712
2713,614,604,2713
2714,605,604,2714
2715,604,614,2715
2716,604,594,2716
2717,594,584,2717
2718,575,574,2718
2719,640,650,2719
2720,671,681,2720
2721,681,680,2721
2722,680,690,2722
2723,36,26,2723
2724,37,36,2724
2725,46,36,2725
2726,64,65,2726
2727,55,65,2727
2728,65,64,2728
2729,51,52,2729
2730,51,41,2730
2731,39,30,2731
2732,30,20,2732
2733,29,28,2733
2734,958,968,2734
2735,976,966,2735
2736,969,979,2736
2737,986,976,2737
2738,976,975,2738
2739,975,974,2739
2740,408,418,2740
2741,418,417,2741
2742,417,427,2742
2743,427,428,2743
2744,428,429,2744
2745,429,428,2745
2746,410,419,2746
2747,417,407,2747
2748,419,429,2748
2749,430,420,2749
2750,420,421,2750
2751,422,432,2751
2752,407,417,2752
2753,417,418,2753
2754,428,438,2754
2755,438,428,2755
2756,428,427,2756
2757,469,459,2757
2758,189,179,2758
2759,179,170,2759
2760,170,171,2760
2761,171,181,2761
2762,181,182,2762
2763,171,161,2763
2764,150,159,2764
2765,150,140,2765
2766,140,130,2766
2767,132,133,2767
2768,113,103,2768
2769,121,122,2769
2770,122,112,2770
2771,112,102,2771
2772,72,71,2772
2773,71,70,2773
2774,69,79,2774
2775,100,90,2775
2776,90,99,2776
2777,99,109,2777
2778,109,119,2778
2779,119,118,2779
2780,118,128,2780
2781,129,128,2781
2782,129,120,2782
2783,120,110,2783
2784,110,120,2784
2785,120,130,2785
2786,130,139,2786
2787,876,886,2787
2788,906,907,2788
2789,907,897,2789
2790,898,899,2790
2791,899,890,2791
2792,890,899,2792
2793,909,919,2793
2794,919,909,2794
2795,909,900,2795
2796,900,901,2796
2797,911,912,2797
2798,912,911,2798
2799,911,901,2799
2800,911,921,2800
2801,921,920,2801
2802,920,929,2802
2803,929,928,2803
2804,928,918,2804
2805,918,919,2805
2806,919,918,2806
2807,908,907,2807
2808,907,906,2808
2809,906,916,2809
2810,916,915,2810
2811,915,916,2811
2812,914,924,2812
2813,923,922,2813
2814,922,923,2814
2815,903,902,2815
2816,923,933,2816
2817,933,943,2817
2818,965,975,2818
2819,974,973,2819
2820,975,965,2820
2821,518,517,2821
2822,517,507,2822
2823,515,514,2823
2824,516,506,2824
2825,506,516,2825
2826,535,536,2826
2827,556,557,2827
2828,553,543,2828
2829,528,518,2829
2830,517,516,2830
2831,516,517,2831
2832,391,390,2832
2833,409,400,2833
2834,400,410,2834
2835,391,381,2835
2836,427,417,2836
2837,399,398,2837
2838,378,388,2838
2839,387,377,2839
2840,377,376,2840
2841,397,396,2841
2842,396,397,2842
2843,387,388,2843
2844,919,910,2844
2845,910,920,2845
2846,890,900,2846
2847,910,911,2847
2848,871,872,2848
2849,872,873,2849
2850,871,861,2850
2851,812,813,2851
2852,813,803,2852
2853,810,820,2853
2854,820,821,2854
2855,821,831,2855
2856,831,821,2856
2857,821,811,2857
2858,811,812,2858
2859,812,802,2859
2860,801,800,2860
2861,789,799,2861
2862,790,799,2862
2863,789,779,2863
2864,779,770,2864
2865,799,809,2865
2866,809,819,2866
2867,819,818,2867
2868,818,819,2868
2869,818,808,2869
2870,808,818,2870
2871,818,817,2871
2872,817,816,2872
2873,816,806,2873
2874,844,834,2874
2875,845,855,2875
2876,301,300,2876
2877,312,313,2877
2878,313,323,2878
2879,323,322,2879
2880,322,312,2880
2881,302,301,2881
2882,301,302,2882
2883,302,303,2883
2884,303,313,2884
2885,323,324,2885
2886,324,323,2886
2887,323,313,2887
2888,313,303,2888
2889,303,304,2889
2890,304,303,2890
2891,304,305,2891
2892,305,304,2892
2893,304,314,2893
2894,314,304,2894
2895,303,293,2895
2896,293,294,2896
2897,294,293,2897
2898,293,292,2898
2899,292,282,2899
2900,282,283,2900
2901,283,284,2901
2902,284,294,2902
2903,294,284,2903
2904,284,274,2904
2905,274,264,2905
2906,264,263,2906
2907,254,264,2907
2908,262,272,2908
2909,272,282,2909
2910,282,272,2910
2911,272,271,2911
2912,271,281,2912
2913,291,292,2913
2914,292,293,2914
2915,293,283,2915
2916,273,263,2916
2917,263,253,2917
2918,253,252,2918
2919,252,253,2919
2920,253,243,2920
2921,243,242,2921
2922,242,243,2922
2923,243,253,2923
2924,242,232,2924
2925,232,222,2925
2926,222,232,2926
2927,232,233,2927
2928,233,232,2928
2929,232,242,2929
2930,243,244,2930
2931,245,235,2931
2932,589,579,2932
2933,569,559,2933
2934,635,625,2934
2935,625,624,2935
2936,624,625,2936
2937,624,623,2937
2938,623,613,2938
2939,613,612,2939
2940,602,603,2940
2941,603,613,2941
2942,612,613,2942
2943,613,603,2943
2944,583,582,2944
2945,560,550,2945
2946,550,540,2946
2947,552,562,2947
2948,585,584,2948
2949,856,846,2949
2950,836,837,2950
2951,827,817,2951
2952,817,827,2952
2953,817,807,2953
2954,807,806,2954
2955,806,807,2955
2956,807,808,2956
2957,818,828,2957
2958,858,848,2958
2959,849,840,2959
2960,866,876,2960
2961,835,836,2961
2962,856,855,2962
2963,855,865,2963
2964,820,830,2964
2965,830,839,2965
2966,839,830,2966
2967,830,820,2967
2968,820,829,2968
2969,829,820,2969
2970,820,810,2970
2971,810,811,2971
2972,811,821,2972
2973,831,832,2973
2974,832,822,2974
2975,822,821,2975
2976,831,830,2976
2977,832,831,2977
2978,821,820,2978
2979,833,832,2979
2980,803,793,2980
2981,793,783,2981
2982,784,794,2982
2983,765,755,2983
2984,777,778,2984
2985,778,788,2985
2986,788,789,2986
2987,789,788,2987
2988,780,789,2988
2989,779,789,2989
2990,800,801,2990
2991,800,810,2991
2992,817,818,2992
2993,806,805,2993
2994,741,731,2994
2995,739,738,2995
2996,727,726,2996
